Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
300,0.0,3.867,0.365,0.79
301,0.0,3.9,0.368,0.809
302,0.0,3.933,0.364,0.796
303,0.0,4.0,0.387,0.815
304,0.0,3.933,0.385,0.833
305,0.0,4.667,0.402,0.882
306,0.0,4.1,0.417,0.875
307,0.0,4.233,0.382,0.828
308,0.0,4.067,0.381,0.813
309,0.0,4.067,0.389,0.833
310,0.0,3.767,0.355,0.774
311,0.0,3.867,0.375,0.81
312,0.0,4.233,0.398,0.849
313,0.0,3.833,0.362,0.794
314,0.0,4.2,0.376,0.814
315,0.0,3.7,0.367,0.783
316,0.0,4.033,0.361,0.798
317,0.0,3.867,0.367,0.799
318,0.0,4.1,0.349,0.788
319,0.0,3.833,0.379,0.794
320,0.0,3.9,0.352,0.783
321,0.0,4.033,0.393,0.82
322,0.0,3.967,0.383,0.815
323,0.0,4.067,0.379,0.831
324,0.0,4.133,0.375,0.824
325,0.0,4.033,0.366,0.797
326,0.0,4.167,0.37,0.831
327,0.0,3.933,0.366,0.803
328,0.0,3.867,0.352,0.778
329,0.0,3.933,0.393,0.838
330,0.0,3.833,0.365,0.812
331,0.0,3.867,0.355,0.789
332,0.0,3.6,0.368,0.794
333,0.0,4.0,0.39,0.828
334,0.0,3.767,0.387,0.805
335,0.0,3.933,0.369,0.801
336,0.0,3.967,0.354,0.79
337,0.0,4.233,0.36,0.822
338,0.0,4.133,0.357,0.807
339,0.0,3.8,0.365,0.794
340,0.0,4.167,0.392,0.844
341,0.0,4.0,0.388,0.832
342,0.0,4.233,0.391,0.839
343,0.0,4.067,0.379,0.804
344,0.0,4.033,0.377,0.806
345,0.0,4.167,0.386,0.823
346,0.0,4.4,0.378,0.826
347,0.0,4.067,0.403,0.83
348,0.0,3.833,0.403,0.834
349,0.0,3.967,0.395,0.814
350,0.0,4.1,0.396,0.838
351,0.0,3.9,0.375,0.806
352,0.0,3.833,0.36,0.802
353,0.0,3.9,0.354,0.787
354,0.0,3.733,0.341,0.76
355,0.0,4.0,0.36,0.794
356,0.0,3.867,0.362,0.798
357,0.0,4.267,0.38,0.843
358,0.0,3.967,0.379,0.82
359,0.0,4.1,0.366,0.803
360,0.0,4.0,0.351,0.786
361,0.0,3.833,0.363,0.787
362,0.0,4.133,0.36,0.781
363,0.0,3.967,0.401,0.837
364,0.0,3.8,0.372,0.799
365,0.0,4.267,0.353,0.801
366,0.0,4.067,0.38,0.821
367,0.0,3.767,0.382,0.811
368,0.0,4.3,0.399,0.849
369,0.0,3.9,0.371,0.808
370,0.0,3.933,0.365,0.801
371,0.0,4.0,0.398,0.843
372,0.0,3.933,0.37,0.805
373,0.0,3.967,0.35,0.795
374,0.0,3.9,0.379,0.818
375,0.0,4.1,0.345,0.79
376,0.0,3.867,0.388,0.817
377,0.0,3.933,0.378,0.82
378,0.0,3.767,0.362,0.781
379,0.0,3.9,0.373,0.804
380,0.0,4.1,0.375,0.817
381,0.0,3.933,0.352,0.785
382,0.0,3.933,0.357,0.791
383,0.0,4.1,0.397,0.85
384,0.0,3.9,0.362,0.782
385,0.0,3.767,0.349,0.765
386,0.0,4.033,0.396,0.835
387,0.0,3.967,0.387,0.824
388,0.0,3.667,0.369,0.779
389,0.0,4.367,0.365,0.829
390,0.0,3.667,0.389,0.812
391,0.0,4.0,0.358,0.793
392,0.0,3.8,0.354,0.789
393,0.0,4.033,0.384,0.815
394,0.0,4.0,0.383,0.829
395,0.0,3.667,0.366,0.773
396,0.0,4.6,0.395,0.874
397,0.0,4.033,0.363,0.814
398,0.0,3.767,0.369,0.79
399,0.0,3.9,0.365,0.79
400,0.0,4.2,0.379,0.815
401,0.0,3.833,0.393,0.825
402,0.0,3.833,0.365,0.799
403,0.0,3.733,0.351,0.768
404,0.0,3.767,0.36,0.786
405,0.0,3.733,0.361,0.784
406,0.0,3.9,0.359,0.802
407,0.0,4.0,0.37,0.804
408,0.0,3.867,0.361,0.792
409,0.0,4.133,0.36,0.804
410,0.0,4.033,0.372,0.807
411,0.0,3.667,0.357,0.774
412,0.0,4.2,0.365,0.815
413,0.0,4.033,0.369,0.82
414,0.0,4.133,0.382,0.824
415,0.0,4.233,0.381,0.851
416,0.0,4.167,0.371,0.829
417,0.0,3.9,0.363,0.809
418,0.0,4.267,0.404,0.864
419,0.0,4.3,0.378,0.845
420,0.0,3.867,0.361,0.788
421,0.0,3.9,0.344,0.777
422,0.0,3.7,0.351,0.774
423,0.0,4.4,0.394,0.853
424,0.0,4.367,0.419,0.873
425,0.0,4.467,0.408,0.881
426,0.0,3.867,0.369,0.782
427,0.0,4.0,0.356,0.788
428,0.0,3.833,0.363,0.79
429,0.0,4.2,0.378,0.829
430,0.0,4.367,0.396,0.867
431,0.0,4.2,0.385,0.858
432,0.0,4.067,0.37,0.803
433,0.0,4.1,0.378,0.818
434,0.0,3.633,0.353,0.76
435,0.0,3.6,0.357,0.762
436,0.0,4.0,0.342,0.773
437,0.0,3.833,0.338,0.769
438,0.0,4.067,0.366,0.798
439,0.0,3.867,0.386,0.818
440,0.0,3.767,0.344,0.778
441,0.0,4.133,0.373,0.822
442,0.0,3.933,0.342,0.78
443,0.0,4.167,0.384,0.823
444,0.0,3.833,0.379,0.813
445,0.0,3.933,0.358,0.788
446,0.0,4.1,0.372,0.808
447,0.0,3.933,0.362,0.796
448,0.0,3.867,0.368,0.803
449,0.0,3.6,0.359,0.777
450,0.0,4.0,0.366,0.794
451,0.0,4.233,0.391,0.846
452,0.0,4.0,0.375,0.82
453,0.0,3.833,0.374,0.792
454,0.0,4.033,0.402,0.829
455,0.0,3.5,0.371,0.777
456,0.0,4.0,0.372,0.81
457,0.0,4.067,0.356,0.797
458,0.0,4.267,0.344,0.804
459,0.0,3.867,0.358,0.799
460,0.0,3.967,0.351,0.792
461,0.0,4.267,0.332,0.79
462,0.0,4.2,0.348,0.798
463,0.0,4.033,0.372,0.828
464,0.0,4.1,0.365,0.813
465,0.0,4.133,0.361,0.815
466,0.0,4.333,0.367,0.831
467,0.0,3.933,0.362,0.795
468,0.0,3.733,0.387,0.804
469,0.0,3.833,0.351,0.771
470,0.0,3.633,0.355,0.79
471,0.0,4.0,0.344,0.784
472,0.0,3.867,0.355,0.797
473,0.0,3.967,0.366,0.794
474,0.0,3.7,0.362,0.792
475,0.0,4.133,0.357,0.82
476,0.0,4.067,0.392,0.85
477,0.0,3.933,0.368,0.779
478,0.0,4.033,0.389,0.829
479,0.0,3.733,0.347,0.766
480,0.0,3.833,0.381,0.807
481,0.0,3.867,0.371,0.815
482,0.0,3.8,0.374,0.795
483,0.0,3.6,0.379,0.793
484,0.0,3.767,0.349,0.768
485,0.0,3.767,0.353,0.777
486,0.0,3.967,0.35,0.781
487,0.0,3.767,0.347,0.778
488,0.0,3.933,0.386,0.828
489,0.0,3.8,0.39,0.821
490,0.0,3.767,0.355,0.778
491,0.0,4.233,0.378,0.823
492,0.0,3.767,0.367,0.8
493,0.0,4.233,0.393,0.844
494,0.0,3.9,0.376,0.793
495,0.0,3.7,0.372,0.782
496,0.0,3.867,0.359,0.793
497,0.0,3.967,0.337,0.77
498,0.0,3.933,0.356,0.801
499,0.0,3.967,0.378,0.81
500,0.0,3.9,0.364,0.787
