Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
117,2.333,7.1,2.806,0.78
118,2.233,6.9,2.759,0.778
119,2.233,6.967,2.715,0.771
120,2.233,7.033,2.679,0.773
121,2.233,6.733,2.682,0.787
122,2.1,7.1,2.69,0.857
123,2.033,6.667,2.66,0.843
124,2.0,6.733,2.581,0.782
125,1.933,6.4,2.554,0.745
126,1.867,6.333,2.537,0.776
127,1.8,6.9,2.522,0.847
128,1.7,6.433,2.474,0.812
129,1.667,6.367,2.394,0.759
130,1.6,6.667,2.379,0.817
131,1.633,6.6,2.332,0.834
132,1.633,6.633,2.285,0.881
133,1.467,6.867,2.223,0.887
134,1.467,6.6,2.161,0.859
135,1.467,6.0,2.081,0.804
136,1.467,6.333,2.039,0.849
137,1.467,6.1,1.982,0.841
138,1.433,6.4,1.925,0.824
139,1.367,6.167,1.919,0.858
140,1.4,5.833,1.863,0.801
141,1.367,6.433,1.841,0.836
142,1.333,6.3,1.826,0.851
143,1.3,6.1,1.776,0.802
144,1.233,6.1,1.754,0.805
145,1.233,5.933,1.731,0.811
146,1.2,5.933,1.677,0.786
147,1.167,6.433,1.676,0.859
148,1.133,5.867,1.634,0.822
149,1.133,5.667,1.601,0.796
150,1.067,5.567,1.575,0.815
151,1.067,5.933,1.549,0.836
152,1.067,5.767,1.493,0.772
153,0.967,6.033,1.496,0.842
154,0.9,5.967,1.45,0.835
155,0.9,5.333,1.413,0.816
156,0.9,5.7,1.377,0.824
157,0.9,5.467,1.345,0.813
158,0.9,5.1,1.299,0.757
159,0.867,5.533,1.283,0.799
160,0.867,5.6,1.276,0.838
161,0.9,5.633,1.229,0.797
162,0.833,5.367,1.213,0.809
163,0.8,5.8,1.208,0.838
164,0.767,5.333,1.15,0.746
165,0.767,5.667,1.146,0.786
166,0.733,5.4,1.17,0.824
167,0.633,5.267,1.131,0.778
168,0.6,5.1,1.11,0.763
169,0.667,5.467,1.133,0.852
170,0.667,5.367,1.095,0.835
171,0.633,5.467,1.064,0.823
172,0.633,5.1,1.04,0.807
173,0.633,5.767,1.034,0.849
174,0.633,5.2,1.013,0.824
175,0.6,5.467,0.978,0.801
176,0.533,5.333,0.977,0.838
177,0.467,5.233,0.92,0.784
178,0.433,5.433,0.907,0.799
179,0.4,5.733,0.92,0.862
180,0.433,5.533,0.894,0.85
181,0.4,5.3,0.877,0.853
182,0.4,5.133,0.848,0.817
183,0.4,4.833,0.843,0.851
184,0.367,5.167,0.81,0.85
185,0.333,4.967,0.805,0.866
186,0.333,5.033,0.753,0.814
187,0.3,5.133,0.719,0.797
188,0.3,4.967,0.702,0.758
189,0.333,5.267,0.729,0.843
190,0.333,4.967,0.692,0.791
191,0.3,5.167,0.722,0.864
192,0.333,4.9,0.698,0.819
193,0.333,4.967,0.687,0.84
194,0.333,4.833,0.658,0.814
195,0.3,5.0,0.634,0.812
196,0.3,4.867,0.618,0.794
197,0.267,5.2,0.62,0.843
198,0.267,4.8,0.606,0.813
199,0.267,4.667,0.608,0.795
200,0.267,4.867,0.6,0.794
201,0.267,4.933,0.583,0.8
202,0.267,5.033,0.6,0.84
203,0.267,4.967,0.588,0.83
204,0.267,4.467,0.564,0.788
205,0.233,5.2,0.573,0.872
206,0.233,4.8,0.558,0.823
207,0.233,4.633,0.522,0.771
208,0.233,4.667,0.539,0.8
209,0.233,5.033,0.549,0.838
210,0.233,4.2,0.521,0.728
211,0.233,4.767,0.522,0.784
212,0.233,5.0,0.537,0.842
213,0.233,4.5,0.517,0.775
214,0.2,4.867,0.524,0.798
215,0.2,4.767,0.516,0.791
216,0.2,4.9,0.528,0.835
217,0.2,4.967,0.495,0.803
218,0.2,4.767,0.497,0.803
219,0.167,4.633,0.493,0.791
220,0.167,5.033,0.492,0.834
221,0.167,5.1,0.491,0.824
222,0.167,4.833,0.478,0.807
223,0.167,4.533,0.472,0.792
224,0.167,4.767,0.479,0.813
225,0.167,4.567,0.447,0.775
226,0.167,4.933,0.494,0.855
227,0.167,4.8,0.458,0.797
228,0.167,4.833,0.447,0.809
229,0.167,5.2,0.491,0.884
230,0.167,4.633,0.443,0.795
231,0.167,4.267,0.436,0.772
232,0.167,4.667,0.448,0.825
233,0.167,4.433,0.436,0.791
234,0.167,4.333,0.459,0.811
235,0.167,4.8,0.443,0.811
236,0.167,4.767,0.443,0.801
237,0.167,4.633,0.448,0.811
238,0.167,4.633,0.449,0.818
239,0.167,4.733,0.448,0.81
240,0.167,4.7,0.468,0.824
241,0.167,5.0,0.461,0.836
242,0.167,4.633,0.406,0.755
243,0.167,5.033,0.438,0.822
244,0.133,4.833,0.435,0.813
245,0.167,4.6,0.44,0.814
246,0.133,4.833,0.449,0.824
247,0.133,5.1,0.459,0.865
248,0.133,5.067,0.477,0.879
249,0.133,4.667,0.419,0.76
250,0.133,4.633,0.443,0.797
251,0.133,4.567,0.423,0.778
252,0.133,4.7,0.44,0.804
253,0.133,4.367,0.418,0.765
254,0.133,4.633,0.419,0.783
255,0.1,4.033,0.411,0.726
256,0.1,5.167,0.459,0.887
257,0.1,4.533,0.445,0.839
258,0.067,4.633,0.393,0.764
259,0.1,4.967,0.416,0.84
260,0.1,4.2,0.395,0.769
261,0.067,4.933,0.39,0.809
262,0.067,4.3,0.384,0.775
263,0.067,4.7,0.377,0.795
264,0.067,5.0,0.378,0.835
265,0.067,4.6,0.355,0.776
266,0.067,4.733,0.351,0.8
267,0.067,4.533,0.359,0.793
268,0.067,4.267,0.37,0.793
269,0.067,4.4,0.351,0.778
270,0.067,4.8,0.361,0.834
271,0.067,4.833,0.349,0.82
272,0.067,4.833,0.337,0.819
273,0.067,4.533,0.34,0.808
274,0.067,4.733,0.34,0.805
275,0.067,4.9,0.361,0.837
276,0.067,4.4,0.33,0.775
277,0.067,4.6,0.337,0.802
278,0.067,4.433,0.332,0.787
279,0.067,5.067,0.327,0.809
280,0.067,4.467,0.346,0.792
281,0.067,4.633,0.339,0.807
282,0.067,4.567,0.36,0.828
283,0.067,4.767,0.361,0.852
284,0.067,4.5,0.338,0.804
285,0.067,4.833,0.339,0.81
286,0.067,4.267,0.333,0.769
287,0.067,4.467,0.34,0.786
288,0.067,4.833,0.369,0.849
289,0.067,4.267,0.356,0.798
290,0.067,4.8,0.345,0.811
291,0.067,4.533,0.358,0.828
292,0.067,4.7,0.335,0.815
293,0.067,4.733,0.331,0.808
294,0.067,4.167,0.311,0.731
295,0.067,4.767,0.333,0.799
296,0.067,4.333,0.332,0.771
297,0.067,5.2,0.365,0.88
298,0.067,4.467,0.328,0.793
299,0.067,4.5,0.353,0.827
300,0.067,4.767,0.342,0.81
301,0.067,4.367,0.339,0.773
302,0.067,4.433,0.331,0.787
303,0.067,4.733,0.349,0.834
304,0.067,4.467,0.364,0.842
305,0.067,4.733,0.367,0.834
306,0.067,4.567,0.361,0.836
307,0.067,4.8,0.348,0.83
308,0.067,4.7,0.35,0.827
309,0.067,4.733,0.334,0.813
310,0.067,4.7,0.345,0.842
311,0.067,4.267,0.31,0.741
312,0.067,4.367,0.335,0.783
313,0.067,4.8,0.355,0.839
314,0.067,4.633,0.356,0.847
315,0.067,4.8,0.328,0.8
316,0.067,4.733,0.328,0.8
317,0.067,4.4,0.326,0.777
318,0.067,4.667,0.362,0.837
319,0.067,4.733,0.352,0.828
320,0.033,4.267,0.32,0.75
321,0.033,4.333,0.324,0.75
322,0.067,4.733,0.328,0.799
323,0.067,4.467,0.333,0.772
324,0.067,4.8,0.34,0.826
325,0.067,4.3,0.322,0.76
326,0.067,4.6,0.331,0.791
327,0.067,4.667,0.361,0.832
328,0.067,4.5,0.346,0.808
329,0.067,4.733,0.354,0.83
330,0.067,4.667,0.36,0.831
331,0.067,5.2,0.343,0.832
332,0.067,4.9,0.329,0.798
333,0.033,4.733,0.345,0.805
334,0.033,4.733,0.353,0.83
335,0.033,5.067,0.355,0.862
336,0.033,4.833,0.356,0.853
337,0.033,4.5,0.347,0.795
338,0.033,4.367,0.308,0.748
339,0.033,4.433,0.287,0.744
340,0.033,5.033,0.337,0.853
341,0.033,4.9,0.338,0.869
342,0.033,4.8,0.316,0.833
343,0.033,4.467,0.315,0.794
344,0.033,4.833,0.307,0.808
345,0.033,4.333,0.281,0.757
346,0.033,4.8,0.313,0.821
347,0.033,4.367,0.291,0.746
348,0.033,4.267,0.29,0.761
349,0.033,4.733,0.31,0.828
350,0.033,4.1,0.304,0.78
351,0.033,4.7,0.304,0.794
352,0.033,4.733,0.321,0.831
353,0.033,4.567,0.302,0.805
354,0.033,4.7,0.316,0.82
355,0.033,4.433,0.319,0.801
356,0.033,5.1,0.332,0.865
357,0.033,4.633,0.327,0.818
358,0.033,4.633,0.295,0.792
359,0.033,4.433,0.309,0.807
360,0.033,4.167,0.299,0.764
361,0.033,4.4,0.307,0.786
362,0.033,4.633,0.324,0.833
363,0.033,4.567,0.307,0.796
364,0.033,4.867,0.323,0.829
365,0.033,4.933,0.331,0.869
366,0.033,4.667,0.325,0.836
367,0.0,4.9,0.319,0.833
368,0.0,4.467,0.312,0.809
369,0.0,4.367,0.315,0.813
370,0.0,4.833,0.317,0.827
371,0.0,4.933,0.32,0.862
372,0.0,4.733,0.324,0.85
373,0.0,4.6,0.284,0.781
374,0.0,4.833,0.301,0.826
375,0.0,4.367,0.277,0.777
376,0.0,4.467,0.266,0.777
377,0.0,4.933,0.29,0.845
378,0.0,4.433,0.27,0.779
379,0.0,4.533,0.255,0.765
380,0.0,4.733,0.282,0.823
381,0.0,3.867,0.242,0.71
382,0.0,4.733,0.278,0.816
383,0.0,5.0,0.298,0.852
384,0.0,4.833,0.291,0.845
385,0.0,4.433,0.282,0.801
386,0.0,4.867,0.315,0.873
387,0.0,5.133,0.312,0.894
388,0.0,4.933,0.287,0.854
389,0.0,4.667,0.273,0.802
390,0.0,4.533,0.27,0.801
391,0.0,4.167,0.275,0.787
392,0.0,4.433,0.269,0.805
393,0.0,4.967,0.281,0.85
394,0.0,4.767,0.275,0.82
395,0.0,4.7,0.315,0.873
396,0.0,4.833,0.291,0.853
397,0.0,4.6,0.282,0.803
398,0.0,4.567,0.287,0.822
399,0.0,4.833,0.269,0.823
400,0.0,4.767,0.281,0.836
401,0.0,4.5,0.293,0.837
402,0.0,4.5,0.275,0.791
403,0.0,4.367,0.263,0.783
404,0.0,4.333,0.257,0.762
405,0.0,4.433,0.268,0.8
406,0.0,4.833,0.285,0.83
407,0.0,4.367,0.271,0.783
408,0.0,4.3,0.26,0.77
409,0.0,4.1,0.258,0.745
410,0.0,4.7,0.266,0.812
411,0.0,4.5,0.293,0.816
412,0.0,4.767,0.268,0.801
413,0.0,4.4,0.269,0.776
414,0.0,4.167,0.251,0.748
415,0.0,4.1,0.279,0.787
416,0.0,4.033,0.252,0.752
417,0.0,4.667,0.289,0.823
418,0.0,4.767,0.277,0.822
419,0.0,4.567,0.264,0.782
420,0.0,4.6,0.267,0.795
421,0.0,4.567,0.292,0.825
422,0.0,4.3,0.281,0.8
423,0.0,4.8,0.29,0.858
424,0.0,4.133,0.264,0.762
425,0.0,4.833,0.244,0.781
426,0.0,4.5,0.275,0.803
427,0.0,4.333,0.267,0.785
428,0.0,4.3,0.271,0.793
429,0.0,4.5,0.3,0.846
430,0.0,4.667,0.286,0.823
431,0.0,4.4,0.283,0.827
432,0.0,4.567,0.276,0.82
433,0.0,4.667,0.272,0.802
434,0.0,4.6,0.297,0.835
435,0.0,4.4,0.26,0.77
436,0.0,4.733,0.315,0.861
437,0.0,4.8,0.297,0.832
438,0.0,4.033,0.268,0.76
439,0.0,4.467,0.294,0.827
440,0.0,4.733,0.288,0.816
441,0.0,4.933,0.283,0.847
442,0.0,4.567,0.285,0.823
443,0.0,4.667,0.296,0.852
444,0.0,4.633,0.273,0.805
445,0.0,4.867,0.305,0.873
446,0.0,4.533,0.291,0.832
447,0.0,4.6,0.277,0.809
448,0.0,5.1,0.283,0.848
449,0.0,4.967,0.276,0.836
450,0.0,4.533,0.278,0.806
451,0.0,4.467,0.252,0.773
452,0.0,4.433,0.273,0.798
453,0.0,4.533,0.284,0.828
454,0.0,4.633,0.268,0.797
455,0.0,4.933,0.283,0.841
456,0.0,4.467,0.305,0.846
457,0.0,4.433,0.266,0.788
458,0.0,4.3,0.24,0.744
459,0.0,4.4,0.274,0.81
460,0.0,4.067,0.26,0.744
461,0.0,4.6,0.3,0.85
462,0.0,4.2,0.261,0.763
463,0.0,4.6,0.281,0.828
464,0.0,4.133,0.263,0.753
465,0.0,3.933,0.237,0.705
466,0.0,4.567,0.266,0.804
467,0.0,4.533,0.265,0.797
468,0.0,4.567,0.256,0.788
469,0.0,4.3,0.241,0.753
470,0.0,4.233,0.266,0.762
471,0.0,4.667,0.301,0.845
472,0.0,4.4,0.276,0.807
473,0.0,4.767,0.285,0.842
474,0.0,4.5,0.296,0.831
475,0.0,5.267,0.299,0.883
476,0.0,4.667,0.279,0.823
477,0.0,4.433,0.286,0.817
478,0.0,4.433,0.272,0.788
479,0.0,4.8,0.282,0.829
480,0.0,4.167,0.266,0.769
481,0.0,4.5,0.266,0.788
482,0.0,4.5,0.275,0.803
483,0.0,4.367,0.275,0.785
484,0.0,4.367,0.293,0.808
485,0.0,4.033,0.27,0.759
486,0.0,4.767,0.272,0.818
487,0.0,4.533,0.258,0.779
488,0.0,4.867,0.272,0.824
489,0.0,4.833,0.293,0.838
490,0.0,4.033,0.252,0.733
491,0.0,4.7,0.287,0.83
492,0.0,4.733,0.307,0.867
493,0.0,4.8,0.295,0.861
494,0.0,4.833,0.289,0.845
495,0.0,4.367,0.275,0.788
496,0.0,4.733,0.284,0.833
497,0.0,4.633,0.28,0.814
498,0.0,4.333,0.26,0.777
499,0.0,4.367,0.276,0.803
500,0.0,5.267,0.312,0.901
