Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
218,0.1,3.733,0.44,0.752
219,0.1,3.6,0.449,0.759
220,0.1,3.733,0.459,0.773
221,0.1,3.533,0.44,0.741
222,0.1,4.0,0.461,0.795
223,0.1,3.967,0.484,0.843
224,0.1,4.0,0.482,0.829
225,0.1,4.167,0.498,0.848
226,0.1,3.867,0.502,0.852
227,0.1,3.7,0.457,0.784
228,0.1,3.967,0.429,0.777
229,0.1,3.7,0.488,0.803
230,0.1,3.467,0.468,0.774
231,0.1,3.867,0.498,0.822
232,0.1,3.733,0.474,0.79
233,0.1,4.3,0.504,0.87
234,0.1,3.5,0.474,0.776
235,0.1,3.867,0.494,0.824
236,0.1,3.733,0.477,0.802
237,0.1,3.5,0.444,0.753
238,0.1,4.0,0.446,0.794
239,0.1,4.1,0.495,0.839
240,0.1,3.767,0.492,0.811
241,0.1,3.8,0.475,0.798
242,0.1,3.6,0.455,0.782
243,0.1,3.667,0.498,0.816
244,0.067,3.967,0.511,0.855
245,0.067,3.633,0.464,0.776
246,0.067,3.8,0.474,0.799
247,0.067,3.833,0.469,0.803
248,0.067,3.867,0.468,0.804
249,0.067,3.667,0.46,0.786
250,0.067,3.933,0.48,0.817
251,0.067,4.1,0.463,0.815
252,0.067,3.867,0.467,0.809
253,0.067,3.733,0.458,0.805
254,0.067,3.7,0.453,0.8
255,0.067,3.8,0.452,0.807
256,0.067,3.7,0.431,0.795
257,0.067,3.733,0.448,0.8
258,0.067,3.8,0.431,0.799
259,0.067,3.533,0.417,0.759
260,0.067,3.733,0.453,0.82
261,0.067,3.967,0.476,0.854
262,0.033,4.067,0.468,0.854
263,0.033,3.9,0.441,0.828
264,0.033,4.1,0.468,0.85
265,0.033,3.833,0.437,0.812
266,0.033,4.0,0.421,0.807
267,0.033,4.0,0.407,0.813
268,0.033,4.167,0.447,0.866
269,0.0,3.967,0.406,0.821
270,0.0,3.6,0.43,0.822
271,0.0,3.8,0.397,0.805
272,0.0,3.9,0.382,0.804
273,0.0,3.833,0.377,0.816
274,0.0,3.8,0.375,0.807
275,0.0,3.467,0.358,0.783
276,0.0,3.933,0.382,0.833
277,0.0,3.933,0.381,0.816
278,0.0,3.433,0.369,0.771
279,0.0,3.933,0.37,0.813
280,0.0,4.167,0.392,0.841
281,0.0,3.7,0.384,0.808
282,0.0,3.867,0.386,0.81
283,0.0,3.967,0.382,0.845
284,0.0,3.933,0.399,0.847
285,0.0,3.933,0.394,0.846
286,0.0,3.767,0.386,0.836
287,0.0,3.633,0.398,0.808
288,0.0,3.8,0.387,0.82
289,0.0,3.7,0.366,0.806
290,0.0,3.367,0.365,0.778
291,0.0,3.933,0.371,0.823
292,0.0,3.467,0.32,0.731
293,0.0,3.833,0.344,0.787
294,0.0,4.033,0.367,0.817
295,0.0,3.633,0.332,0.757
296,0.0,3.467,0.33,0.743
297,0.0,4.133,0.363,0.823
298,0.0,3.733,0.363,0.799
299,0.0,3.5,0.367,0.777
300,0.0,3.867,0.381,0.809
301,0.0,3.533,0.392,0.796
302,0.0,3.867,0.402,0.836
303,0.0,3.933,0.4,0.825
304,0.0,3.367,0.381,0.787
305,0.0,3.933,0.413,0.849
306,0.0,3.967,0.394,0.831
307,0.0,3.8,0.403,0.835
308,0.0,4.167,0.413,0.882
309,0.0,3.667,0.364,0.79
310,0.0,3.767,0.375,0.812
311,0.0,3.667,0.372,0.797
312,0.0,3.7,0.391,0.81
313,0.0,3.867,0.403,0.837
314,0.0,3.767,0.402,0.83
315,0.0,3.833,0.375,0.806
316,0.0,3.967,0.366,0.825
317,0.0,3.867,0.396,0.844
318,0.0,3.833,0.354,0.789
319,0.0,3.7,0.356,0.779
320,0.0,3.767,0.362,0.786
321,0.0,3.767,0.373,0.799
322,0.0,3.633,0.363,0.768
323,0.0,3.633,0.348,0.761
324,0.0,4.1,0.376,0.834
325,0.0,3.467,0.376,0.781
326,0.0,3.967,0.388,0.825
327,0.0,3.567,0.36,0.777
328,0.0,3.6,0.369,0.796
329,0.0,3.467,0.369,0.793
330,0.0,3.6,0.365,0.78
331,0.0,3.833,0.398,0.838
332,0.0,3.733,0.36,0.788
333,0.0,3.767,0.394,0.804
334,0.0,3.833,0.392,0.817
335,0.0,3.7,0.365,0.794
336,0.0,4.033,0.396,0.843
337,0.0,3.633,0.383,0.812
338,0.0,3.833,0.382,0.817
339,0.0,3.6,0.372,0.787
340,0.0,3.733,0.359,0.775
341,0.0,3.633,0.336,0.758
342,0.0,4.1,0.375,0.816
343,0.0,3.7,0.364,0.795
344,0.0,3.433,0.376,0.779
345,0.0,3.833,0.377,0.804
346,0.0,3.467,0.361,0.772
347,0.0,3.6,0.372,0.79
348,0.0,3.833,0.36,0.803
349,0.0,3.767,0.375,0.817
350,0.0,3.9,0.374,0.821
351,0.0,3.367,0.368,0.76
352,0.0,3.933,0.391,0.846
353,0.0,3.767,0.38,0.824
354,0.0,3.9,0.366,0.801
355,0.0,3.7,0.377,0.807
356,0.0,3.633,0.371,0.793
357,0.0,3.733,0.37,0.804
358,0.0,3.8,0.37,0.811
359,0.0,3.5,0.33,0.754
360,0.0,3.9,0.359,0.802
361,0.0,3.4,0.348,0.764
362,0.0,3.8,0.352,0.787
363,0.0,3.867,0.373,0.809
364,0.0,3.667,0.349,0.773
365,0.0,3.767,0.389,0.824
366,0.0,3.9,0.383,0.817
367,0.0,4.0,0.416,0.852
368,0.0,3.4,0.348,0.754
369,0.0,3.867,0.356,0.794
370,0.0,3.467,0.321,0.724
371,0.0,3.6,0.384,0.801
372,0.0,3.9,0.371,0.801
373,0.0,3.6,0.368,0.784
374,0.0,3.567,0.37,0.792
375,0.0,3.767,0.41,0.838
376,0.0,4.0,0.395,0.844
377,0.0,3.633,0.387,0.813
378,0.0,3.833,0.381,0.823
379,0.0,3.533,0.354,0.768
380,0.0,3.4,0.38,0.781
381,0.0,4.033,0.388,0.828
382,0.0,3.967,0.377,0.82
383,0.0,4.0,0.392,0.845
384,0.0,3.833,0.384,0.815
385,0.0,3.567,0.394,0.818
386,0.0,3.4,0.35,0.769
387,0.0,3.667,0.344,0.787
388,0.0,3.8,0.368,0.808
389,0.0,3.8,0.372,0.806
390,0.0,3.8,0.364,0.802
391,0.0,4.067,0.356,0.796
392,0.0,3.933,0.375,0.81
393,0.0,3.733,0.363,0.803
394,0.0,3.667,0.369,0.788
395,0.0,3.867,0.372,0.795
396,0.0,3.833,0.403,0.844
397,0.0,3.6,0.376,0.812
398,0.0,3.467,0.368,0.784
399,0.0,3.667,0.365,0.794
400,0.0,3.8,0.399,0.831
401,0.0,3.967,0.374,0.812
402,0.0,3.567,0.36,0.779
403,0.0,3.733,0.377,0.809
404,0.0,3.367,0.351,0.74
405,0.0,3.8,0.367,0.803
406,0.0,3.733,0.36,0.789
407,0.0,3.467,0.366,0.775
408,0.0,3.967,0.383,0.823
409,0.0,4.033,0.406,0.86
410,0.0,4.233,0.416,0.873
411,0.0,3.233,0.375,0.772
412,0.0,3.567,0.363,0.779
413,0.0,4.233,0.388,0.855
414,0.0,3.4,0.36,0.77
415,0.0,3.6,0.368,0.783
416,0.0,4.067,0.397,0.857
417,0.0,3.833,0.387,0.819
418,0.0,4.0,0.387,0.826
419,0.0,3.9,0.386,0.841
420,0.0,3.567,0.375,0.793
421,0.0,3.567,0.384,0.815
422,0.0,3.667,0.386,0.816
423,0.0,3.667,0.404,0.816
424,0.0,3.767,0.367,0.806
425,0.0,3.667,0.356,0.785
426,0.0,3.567,0.352,0.781
427,0.0,3.5,0.35,0.778
428,0.0,3.8,0.352,0.799
429,0.0,3.367,0.354,0.756
430,0.0,4.067,0.378,0.826
431,0.0,3.633,0.375,0.801
432,0.0,3.467,0.379,0.792
433,0.0,3.5,0.374,0.791
434,0.0,3.967,0.396,0.836
435,0.0,3.7,0.368,0.793
436,0.0,3.3,0.348,0.763
437,0.0,3.667,0.386,0.808
438,0.0,3.5,0.367,0.775
439,0.0,3.833,0.411,0.84
440,0.0,3.533,0.378,0.803
441,0.0,3.733,0.364,0.794
442,0.0,3.6,0.398,0.82
443,0.0,3.5,0.386,0.799
444,0.0,3.5,0.392,0.806
445,0.0,3.433,0.353,0.757
446,0.0,3.667,0.384,0.808
447,0.0,4.0,0.387,0.838
448,0.0,3.9,0.38,0.815
449,0.0,3.533,0.37,0.784
450,0.0,3.7,0.365,0.79
451,0.0,3.8,0.382,0.818
452,0.0,3.967,0.397,0.841
453,0.0,3.767,0.373,0.795
454,0.0,3.7,0.376,0.803
455,0.0,3.733,0.392,0.82
456,0.0,3.9,0.416,0.862
457,0.0,3.7,0.376,0.802
458,0.0,4.133,0.38,0.844
459,0.0,3.4,0.353,0.761
460,0.0,3.7,0.369,0.803
461,0.0,4.0,0.36,0.798
462,0.0,3.833,0.365,0.808
463,0.0,3.733,0.385,0.802
464,0.0,3.767,0.355,0.78
465,0.0,3.733,0.355,0.771
466,0.0,4.033,0.383,0.838
467,0.0,3.967,0.397,0.855
468,0.0,3.8,0.374,0.797
469,0.0,4.133,0.373,0.834
470,0.0,3.667,0.36,0.791
471,0.0,3.467,0.415,0.824
472,0.0,3.667,0.372,0.8
473,0.0,3.6,0.388,0.809
474,0.0,3.467,0.366,0.773
475,0.0,3.767,0.359,0.795
476,0.0,3.867,0.392,0.828
477,0.0,3.767,0.405,0.847
478,0.0,3.533,0.392,0.808
479,0.0,3.8,0.38,0.803
480,0.0,3.867,0.364,0.807
481,0.0,3.9,0.393,0.83
482,0.0,3.6,0.356,0.766
483,0.0,4.0,0.392,0.852
484,0.0,3.467,0.374,0.788
485,0.0,3.767,0.357,0.774
486,0.0,3.9,0.386,0.827
487,0.0,3.933,0.385,0.827
488,0.0,3.767,0.362,0.793
489,0.0,4.2,0.35,0.819
490,0.0,3.833,0.363,0.803
491,0.0,3.6,0.346,0.77
492,0.0,3.833,0.365,0.796
493,0.0,3.933,0.366,0.816
494,0.0,3.8,0.369,0.821
495,0.0,3.7,0.366,0.8
496,0.0,3.2,0.373,0.777
497,0.0,3.467,0.366,0.785
498,0.0,3.6,0.35,0.785
499,0.0,3.733,0.352,0.785
500,0.0,4.2,0.43,0.889
