Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
160,0.833,3.3,1.169,0.47
161,0.767,3.2,1.124,0.439
162,0.8,3.367,1.111,0.495
163,0.8,3.167,1.073,0.463
164,0.8,3.3,1.055,0.471
165,0.767,3.2,1.036,0.466
166,0.767,3.167,1.018,0.466
167,0.733,3.4,0.987,0.479
168,0.667,2.967,0.975,0.465
169,0.633,3.267,0.962,0.471
170,0.567,3.167,0.933,0.446
171,0.633,3.1,0.926,0.454
172,0.633,2.967,0.906,0.447
173,0.633,3.167,0.896,0.481
174,0.567,3.1,0.879,0.48
175,0.633,3.033,0.85,0.445
176,0.633,3.267,0.824,0.464
177,0.633,3.0,0.815,0.481
178,0.567,3.067,0.802,0.487
179,0.567,2.967,0.775,0.46
180,0.567,2.933,0.775,0.456
181,0.533,3.133,0.776,0.484
182,0.533,3.133,0.76,0.469
183,0.5,3.233,0.743,0.471
184,0.5,2.8,0.732,0.467
185,0.5,3.033,0.731,0.491
186,0.4,2.833,0.706,0.462
187,0.367,3.033,0.696,0.478
188,0.367,2.867,0.692,0.478
189,0.367,2.767,0.665,0.46
190,0.367,3.033,0.654,0.475
191,0.367,2.8,0.641,0.469
192,0.367,2.733,0.612,0.449
193,0.367,2.9,0.618,0.488
194,0.333,2.7,0.589,0.454
195,0.333,2.933,0.575,0.471
196,0.333,2.733,0.553,0.466
197,0.3,2.933,0.539,0.492
198,0.3,2.9,0.521,0.488
199,0.3,2.9,0.488,0.456
200,0.3,2.633,0.482,0.446
201,0.3,2.633,0.491,0.475
202,0.267,2.733,0.484,0.474
203,0.267,2.767,0.469,0.467
204,0.267,2.7,0.449,0.432
205,0.267,2.567,0.442,0.437
206,0.267,2.467,0.446,0.466
207,0.267,2.8,0.444,0.481
208,0.267,2.567,0.408,0.44
209,0.267,2.3,0.385,0.401
210,0.267,2.733,0.4,0.453
211,0.267,2.7,0.403,0.453
212,0.267,2.8,0.41,0.476
213,0.267,2.667,0.383,0.429
214,0.2,2.533,0.395,0.436
215,0.233,2.5,0.402,0.457
216,0.233,2.567,0.405,0.459
217,0.233,2.733,0.4,0.454
218,0.233,2.6,0.399,0.448
219,0.233,2.6,0.39,0.432
220,0.233,2.533,0.393,0.437
221,0.2,2.533,0.405,0.469
222,0.2,2.467,0.403,0.45
223,0.2,2.933,0.399,0.464
224,0.2,2.733,0.404,0.471
225,0.2,2.6,0.395,0.447
226,0.2,2.433,0.397,0.453
227,0.2,2.533,0.382,0.453
228,0.2,2.467,0.378,0.462
229,0.2,2.7,0.362,0.472
230,0.167,2.5,0.348,0.46
231,0.167,2.4,0.334,0.441
232,0.167,2.567,0.326,0.442
233,0.167,2.5,0.33,0.445
234,0.167,2.533,0.334,0.464
235,0.167,2.333,0.315,0.431
236,0.133,2.567,0.32,0.463
237,0.133,2.467,0.304,0.455
238,0.133,2.6,0.306,0.465
239,0.133,2.333,0.293,0.437
240,0.133,2.667,0.31,0.488
241,0.133,2.8,0.308,0.495
242,0.133,2.667,0.295,0.484
243,0.133,2.433,0.281,0.458
244,0.133,2.3,0.27,0.432
245,0.1,2.567,0.283,0.475
246,0.1,2.567,0.255,0.436
247,0.1,2.7,0.274,0.474
248,0.1,2.633,0.266,0.464
249,0.067,2.4,0.269,0.459
250,0.067,2.433,0.257,0.457
251,0.067,2.333,0.251,0.456
252,0.067,2.433,0.218,0.424
253,0.067,2.533,0.236,0.467
254,0.067,2.5,0.246,0.486
255,0.067,2.5,0.246,0.477
256,0.067,2.333,0.227,0.46
257,0.067,2.3,0.221,0.457
258,0.067,2.4,0.2,0.442
259,0.067,2.433,0.206,0.457
260,0.067,2.267,0.206,0.454
261,0.067,2.4,0.213,0.465
262,0.067,2.433,0.207,0.457
263,0.067,2.3,0.195,0.427
264,0.067,2.2,0.185,0.417
265,0.067,2.3,0.196,0.436
266,0.067,2.433,0.192,0.441
267,0.067,2.3,0.193,0.435
268,0.067,2.233,0.189,0.43
269,0.067,2.233,0.203,0.452
270,0.067,2.4,0.196,0.447
271,0.067,2.267,0.195,0.428
272,0.067,2.267,0.206,0.451
273,0.067,2.6,0.218,0.492
274,0.067,2.433,0.194,0.438
275,0.067,2.4,0.196,0.442
276,0.067,2.233,0.195,0.424
277,0.067,2.3,0.215,0.471
278,0.067,2.4,0.208,0.463
279,0.067,2.167,0.195,0.43
280,0.067,2.3,0.195,0.436
281,0.067,2.267,0.207,0.452
282,0.067,2.267,0.195,0.442
283,0.067,2.333,0.204,0.461
284,0.067,2.467,0.207,0.461
285,0.067,2.367,0.211,0.464
286,0.067,2.5,0.216,0.473
287,0.067,2.3,0.203,0.447
288,0.067,2.4,0.203,0.449
289,0.033,2.333,0.198,0.439
290,0.033,2.6,0.196,0.452
291,0.033,2.4,0.209,0.471
292,0.033,2.233,0.203,0.446
293,0.033,2.267,0.197,0.438
294,0.033,2.4,0.199,0.445
295,0.033,2.467,0.196,0.448
296,0.033,2.267,0.188,0.43
297,0.033,2.333,0.203,0.468
298,0.033,2.433,0.202,0.469
299,0.033,2.4,0.193,0.461
300,0.033,2.533,0.193,0.478
301,0.033,2.4,0.189,0.476
302,0.033,2.2,0.17,0.441
303,0.033,2.367,0.163,0.437
304,0.033,2.4,0.163,0.439
305,0.033,2.533,0.177,0.476
306,0.033,2.533,0.164,0.456
307,0.033,2.3,0.182,0.468
308,0.033,2.5,0.162,0.448
309,0.033,2.2,0.163,0.431
310,0.033,2.333,0.177,0.469
311,0.033,2.5,0.174,0.481
312,0.033,2.267,0.166,0.445
313,0.033,2.3,0.165,0.441
314,0.033,2.367,0.176,0.467
315,0.033,2.367,0.159,0.437
316,0.033,2.267,0.172,0.453
317,0.033,2.4,0.155,0.426
318,0.033,2.233,0.156,0.43
319,0.033,2.233,0.163,0.444
320,0.033,2.3,0.168,0.448
321,0.033,2.167,0.158,0.425
322,0.033,2.2,0.162,0.432
323,0.033,2.4,0.177,0.461
324,0.033,2.233,0.171,0.449
325,0.033,2.2,0.177,0.457
326,0.0,2.533,0.171,0.469
327,0.0,2.4,0.154,0.433
328,0.0,2.333,0.149,0.418
329,0.0,2.6,0.164,0.456
330,0.0,2.267,0.161,0.435
331,0.033,2.3,0.165,0.449
332,0.033,2.5,0.176,0.471
333,0.033,2.333,0.167,0.447
334,0.0,2.3,0.173,0.467
335,0.033,2.367,0.181,0.477
336,0.033,2.3,0.172,0.457
337,0.033,2.233,0.163,0.432
338,0.033,2.4,0.154,0.425
339,0.033,2.467,0.174,0.46
340,0.033,2.167,0.162,0.44
341,0.0,2.4,0.161,0.445
342,0.033,2.2,0.169,0.44
343,0.033,2.233,0.17,0.449
344,0.033,2.267,0.16,0.433
345,0.033,2.2,0.166,0.442
346,0.033,2.467,0.196,0.495
347,0.033,2.3,0.176,0.459
348,0.033,2.333,0.169,0.452
349,0.0,2.433,0.178,0.466
350,0.0,2.4,0.168,0.449
351,0.0,2.267,0.176,0.464
352,0.0,2.267,0.159,0.44
353,0.0,2.433,0.178,0.477
354,0.0,2.3,0.172,0.464
355,0.0,2.567,0.172,0.489
356,0.0,2.333,0.157,0.453
357,0.0,2.433,0.15,0.471
358,0.0,2.267,0.15,0.468
359,0.0,2.333,0.138,0.445
360,0.0,2.2,0.144,0.459
361,0.0,2.267,0.144,0.465
362,0.0,2.4,0.127,0.446
363,0.0,2.6,0.131,0.461
364,0.0,2.433,0.126,0.446
365,0.0,2.133,0.124,0.416
366,0.0,2.433,0.154,0.49
367,0.0,2.533,0.139,0.466
368,0.0,2.433,0.129,0.449
369,0.0,2.567,0.147,0.483
370,0.0,2.2,0.125,0.426
371,0.0,2.367,0.133,0.45
372,0.0,2.433,0.148,0.473
373,0.0,2.233,0.137,0.444
374,0.0,2.333,0.131,0.449
375,0.0,2.3,0.129,0.437
376,0.0,2.333,0.132,0.445
377,0.0,2.233,0.135,0.445
378,0.0,2.2,0.132,0.446
379,0.0,2.4,0.131,0.45
380,0.0,2.567,0.131,0.458
381,0.0,2.2,0.125,0.427
382,0.0,2.1,0.133,0.443
383,0.0,2.4,0.145,0.47
384,0.0,2.367,0.146,0.471
385,0.0,2.5,0.145,0.476
386,0.0,2.433,0.139,0.466
387,0.0,2.233,0.125,0.435
388,0.0,2.167,0.131,0.433
389,0.0,2.4,0.126,0.439
390,0.0,2.2,0.127,0.432
391,0.0,2.1,0.122,0.412
392,0.0,2.233,0.142,0.453
393,0.0,2.233,0.145,0.47
394,0.0,2.467,0.157,0.492
395,0.0,2.333,0.141,0.457
396,0.0,2.333,0.118,0.427
397,0.0,2.2,0.124,0.427
398,0.0,2.333,0.129,0.441
399,0.0,2.467,0.14,0.467
400,0.0,2.467,0.134,0.464
401,0.0,2.333,0.128,0.437
402,0.0,2.733,0.136,0.464
403,0.0,2.267,0.132,0.448
404,0.0,2.067,0.126,0.426
405,0.0,2.333,0.135,0.45
406,0.0,2.267,0.141,0.464
407,0.0,2.267,0.143,0.467
408,0.0,2.133,0.118,0.412
409,0.0,2.4,0.138,0.451
410,0.0,2.267,0.152,0.47
411,0.0,2.233,0.147,0.469
412,0.0,2.267,0.134,0.454
413,0.0,2.133,0.127,0.425
414,0.0,2.5,0.145,0.481
415,0.0,2.467,0.138,0.461
416,0.0,2.4,0.143,0.465
417,0.0,2.267,0.138,0.463
418,0.0,2.5,0.143,0.475
419,0.0,2.333,0.126,0.437
420,0.0,2.067,0.125,0.424
421,0.0,2.4,0.15,0.476
422,0.0,2.367,0.144,0.46
423,0.0,2.233,0.137,0.447
424,0.0,2.167,0.135,0.443
425,0.0,2.167,0.132,0.441
426,0.0,2.267,0.138,0.45
427,0.0,2.233,0.132,0.441
428,0.0,2.3,0.133,0.445
429,0.0,2.267,0.148,0.465
430,0.0,2.3,0.14,0.458
431,0.0,2.4,0.128,0.447
432,0.0,2.367,0.14,0.473
433,0.0,2.1,0.135,0.443
434,0.0,2.533,0.139,0.468
435,0.0,2.067,0.12,0.407
436,0.0,2.367,0.136,0.456
437,0.0,2.4,0.141,0.461
438,0.0,2.2,0.132,0.447
439,0.0,2.3,0.132,0.445
440,0.0,2.233,0.126,0.432
441,0.0,2.067,0.116,0.398
442,0.0,2.167,0.125,0.434
443,0.0,2.3,0.138,0.452
444,0.0,2.333,0.127,0.442
445,0.0,2.533,0.139,0.478
446,0.0,2.3,0.147,0.473
447,0.0,2.233,0.14,0.46
448,0.0,2.2,0.127,0.423
449,0.0,2.167,0.132,0.444
450,0.0,2.3,0.135,0.461
451,0.0,2.233,0.138,0.46
452,0.0,2.4,0.151,0.488
453,0.0,2.233,0.126,0.427
454,0.0,2.3,0.143,0.462
455,0.0,2.233,0.143,0.465
456,0.0,2.3,0.139,0.452
457,0.0,2.267,0.123,0.427
458,0.0,2.2,0.132,0.441
459,0.0,2.1,0.15,0.46
460,0.0,2.3,0.136,0.453
461,0.0,2.133,0.124,0.421
462,0.0,2.2,0.138,0.45
463,0.0,2.467,0.146,0.467
464,0.0,2.333,0.142,0.469
465,0.0,2.2,0.13,0.434
466,0.0,2.367,0.136,0.453
467,0.0,2.467,0.142,0.472
468,0.0,2.533,0.135,0.46
469,0.0,2.367,0.141,0.464
470,0.0,2.267,0.131,0.441
471,0.0,2.4,0.147,0.47
472,0.0,2.4,0.14,0.453
473,0.0,2.433,0.131,0.451
474,0.0,2.2,0.148,0.467
475,0.0,2.1,0.14,0.449
476,0.0,2.433,0.132,0.448
477,0.0,2.167,0.137,0.441
478,0.0,2.267,0.134,0.44
479,0.0,2.4,0.137,0.455
480,0.0,2.167,0.132,0.44
481,0.0,2.333,0.125,0.444
482,0.0,2.133,0.122,0.419
483,0.0,2.3,0.148,0.477
484,0.0,2.3,0.14,0.463
485,0.0,2.3,0.127,0.44
486,0.0,2.3,0.14,0.453
487,0.0,2.167,0.136,0.439
488,0.0,2.333,0.121,0.426
489,0.0,2.133,0.113,0.407
490,0.0,2.333,0.13,0.444
491,0.0,2.3,0.115,0.417
492,0.0,2.367,0.132,0.444
493,0.0,2.267,0.131,0.437
494,0.0,2.267,0.132,0.446
495,0.0,2.333,0.152,0.479
496,0.0,2.367,0.133,0.45
497,0.0,2.333,0.12,0.423
498,0.0,2.067,0.136,0.448
499,0.0,2.333,0.133,0.445
500,0.0,2.333,0.13,0.442
